,reorder_point,order_size,total_cost,ordering_cost,holding_cost,shortage_cost,,Stats Table,,,,,,,,
3661,-4,3,253.5,101.2,0.5,151.8,,,,,,,,,,
3662,-4,3,279.3,109,0.4,169.9,,,,,,,,,,
3663,-4,12,224.9,104.4,0.8,119.6,,,,,,,,,,
3664,-4,12,193.7,93.6,0.9,99.2,,,,,,,,,,
3665,-4,12,209,100.7,0.4,107.9,,,,,,,,,,
3666,-4,0,272.9,103,0.7,169.1,,,,,,,,,,
3667,-4,0,285.3,106.8,0.5,178.1,,,,,,,,,,
3668,-4,0,292.1,109.3,0.8,182.1,,,,,,,,,,
3669,-4,8,222.3,99.5,0.7,122.1,,,,,,,,,,
3670,-4,8,249.3,107.9,0.4,141,,,,,,,,,,
3671,-4,8,243.3,104.8,0.5,138,,,,,,,,,,
3672,-4,11,231.3,106.3,0.3,124.7,,,,,,,,,,
3673,-4,11,227.3,104.6,0.5,122.2,,,,,,,,,,
3674,-4,11,225.6,104.6,0.5,120.5,,,,,,,,,,
3675,-4,12,215.4,101.3,0.8,113.3,,,,,,,,,,
3676,-4,12,216.4,101.2,0.6,114.6,,,,,,,,,,
3677,-4,12,233.9,107.6,0.6,125.6,,,,,,,,,,
3678,-4,9,239.6,105.6,0.7,133.3,,,,,,,,,,
3679,-4,9,232.4,103.7,0.5,128.2,,,,,,,,,,
3680,-4,9,236.2,105.1,0.7,130.5,,,,,,,,,,
3681,-4,19,187.5,98.6,1.4,87.5,,,,,,,,,,
3682,-4,19,187.1,96.5,1.1,89.5,,,,,,,,,,
3683,-4,19,194.3,96.2,0.6,97.4,,,,,,,,,,
3684,-4,2,263.9,103.4,0.3,160.2,,,,,,,,,,
3685,-4,2,268.9,105.1,0.5,163.3,,,,,,,,,,
3686,-4,2,268,104,0.7,163.3,,,,,,,,,,
3687,-4,1,267,103.4,0.5,163,,,,,,,,,,
3688,-4,1,262.2,101.2,0.5,160.4,,,,,,,,,,
3689,-4,1,260.2,101.4,0.4,158.4,,,,,,,,,,
3690,-4,5,266.8,108.7,1,157.1,,,,,,,,,,
3691,-4,5,247.6,102.7,0.8,144.1,,,,,,,,,,
3692,-4,5,249.2,103.1,1.1,145,,,,,,,,,,
3693,-4,13,218.2,103.4,0.6,114.2,,,,,,,,,,
3694,-4,13,218.5,103.1,0.6,114.8,,,,,,,,,,
3695,-4,13,229.6,109,0.6,119.9,,,,,,,,,,
3696,-4,14,215.1,103.6,0.9,110.7,,,,,,,,,,
3697,-4,14,208.6,99.6,0.7,108.3,,,,,,,,,,
3698,-4,14,212.6,102,1.1,109.5,,,,,,,,,,
3699,-4,0,274.4,103,0.7,170.7,,,,,,,,,,
3700,-4,0,276.9,104.7,0.7,171.5,,,,,,,,,,
3701,-4,0,280.4,105.2,0.8,174.4,,,,,,,,,,
3702,-4,7,250.1,105.9,0.7,143.6,,,,,,,,,,
3703,-4,7,254,107.6,0.5,146,,,,,,,,,,
3704,-4,7,245.1,104.4,0.8,139.9,,,,,,,,,,
3705,-4,11,227.1,104.6,0.4,122.2,,,,,,,,,,
3706,-4,11,224.4,102.6,0.7,121.2,,,,,,,,,,
3707,-4,11,217.3,100.2,0.5,116.7,,,,,,,,,,
3708,-4,4,255.8,103.7,0.6,151.5,,,,,,,,,,
3709,-4,4,258.9,104.2,0.8,153.9,,,,,,,,,,
3710,-4,4,258.6,104.4,0.5,153.7,,,,,,,,,,
3711,-4,13,210.8,100.4,0.5,109.8,,,,,,,,,,
3712,-4,13,204,97.3,0.6,106.2,,,,,,,,,,
3713,-4,13,213.9,101.9,0.6,111.3,,,,,,,,,,
3714,-4,16,209.1,102.3,0.6,106.2,,,,,,,,,,
3715,-4,16,210.5,103.1,0.8,106.7,,,,,,,,,,
3716,-4,16,200.4,96.7,0.7,102.9,,,,,,,,,,
3717,-4,19,193.7,97.7,0.8,95.2,,,,,,,,,,
3718,-4,19,186.7,94.1,0.9,91.7,,,,,,,,,,
3719,-4,19,191.4,95.8,0.9,94.6,,,,,,,,,,
3720,5,18,153.5,93,2.3,58.3,,,,,,,,,,
3721,5,18,155.1,96.9,2.3,55.9,,,,,,,,,,
3722,5,18,161.9,99.1,2,60.8,,,,,,,,,,
3723,5,14,159.1,97.4,1.6,60.1,,,,,,,,,,
3724,5,14,167.3,99.7,1.1,66.5,,,,,,,,,,
3725,5,14,178,105.6,1.2,71.1,,,,,,,,,,
3726,5,17,160.5,101.8,1.8,56.9,,,,,,,,,,
3727,5,17,156.7,99.6,1.9,55.1,,,,,,,,,,
3728,5,17,169.8,103,1.8,65,,,,,,,,,,
3729,5,11,195.4,107.2,1,87.3,,,,,,,,,,
3730,5,11,180.7,101.9,1.4,77.3,,,,,,,,,,
3731,5,11,175.7,102,1,72.7,,,,,,,,,,
3732,5,13,165.9,98.7,1.5,65.7,,,,,,,,,,
3733,5,13,176.8,103.8,1.2,71.9,,,,,,,,,,
3734,5,13,171.2,102.8,1.4,66.9,,,,,,,,,,
3735,5,2,230.4,106.9,0.5,123.1,,,,,,,,,,
3736,5,2,213.1,100.4,0.8,112,,,,,,,,,,
3737,5,2,219.7,101.9,1,116.8,,,,,,,,,,
3738,5,0,228.3,103.5,0.6,124.2,,,,,,,,,,
3739,5,0,233.6,106.2,0.9,126.5,,,,,,,,,,
3740,5,0,237.4,105.7,0.5,131.2,,,,,,,,,,
3741,5,7,204.2,104.7,1.1,98.4,,,,,,,,,,
3742,5,7,204.8,106.8,0.9,97.2,,,,,,,,,,
3743,5,7,197.4,103.3,0.8,93.3,,,,,,,,,,
3744,5,11,190.1,106.1,1,83,,,,,,,,,,
3745,5,11,183.7,103.1,1.3,79.3,,,,,,,,,,
3746,5,11,178.9,102.3,1.1,75.6,,,,,,,,,,
3747,5,8,201.7,106.6,0.7,94.3,,,,,,,,,,
3748,5,8,188.7,102.5,0.7,85.5,,,,,,,,,,
3749,5,8,193.1,104,0.9,88.2,,,,,,,,,,
3750,5,17,148,94.1,2.2,51.7,,,,,,,,,,
3751,5,17,159.5,98.8,1.6,59.1,,,,,,,,,,
3752,5,17,163.6,98,1.7,63.8,,,,,,,,,,
3753,5,4,214.1,103.8,0.8,109.6,,,,,,,,,,
3754,5,4,209.9,103.2,0.7,106.1,,,,,,,,,,
3755,5,4,223.9,108,0.6,115.4,,,,,,,,,,
3756,5,5,215,107.3,0.6,107,,,,,,,,,,
3757,5,5,215.7,105.6,1,109,,,,,,,,,,
3758,5,5,226.6,109.8,0.7,116.1,,,,,,,,,,
3759,5,16,176.6,106.2,1.3,69.2,,,,,,,,,,
3760,5,16,168.1,104.3,1.6,62.2,,,,,,,,,,
3761,5,16,157.4,97.7,1.9,57.8,,,,,,,,,,
3762,5,5,211.2,106,0.7,104.6,,,,,,,,,,
3763,5,5,202.4,102.3,0.5,99.6,,,,,,,,,,
3764,5,5,210.7,104.2,0.8,105.7,,,,,,,,,,
3765,5,17,152.3,96.6,1.8,53.9,,,,,,,,,,
3766,5,17,162.6,98.7,1.7,62.2,,,,,,,,,,
3767,5,17,157.7,98.6,2.1,57,,,,,,,,,,
3768,5,8,195.5,104.8,0.7,89.9,,,,,,,,,,
3769,5,8,202.8,106.8,0.9,95.1,,,,,,,,,,
3770,5,8,189.8,102.6,0.7,86.5,,,,,,,,,,
3771,5,18,159,100.7,1.9,56.3,,,,,,,,,,
3772,5,18,168.4,105,1.9,61.4,,,,,,,,,,
3773,5,18,166.9,103.6,2.1,61.2,,,,,,,,,,
3774,5,17,153.6,95.4,2.1,56.2,,,,,,,,,,
3775,5,17,164.6,98.8,1.8,64,,,,,,,,,,
3776,5,17,162.3,101.5,1.8,59,,,,,,,,,,
3777,5,19,159.3,103.1,1.8,54.4,,,,,,,,,,
3778,5,19,161.7,103.2,2.1,56.5,,,,,,,,,,
3779,5,19,153.5,96.2,2.9,54.5,,,,,,,,,,
3780,5,3,212.4,102.3,0.8,109.3,,,,,,,,,,
3781,5,3,209.8,101.5,0.9,107.4,,,,,,,,,,
3782,5,3,227.7,105.6,0.5,121.5,,,,,,,,,,
3783,5,12,178.9,101.4,1.2,76.2,,,,,,,,,,
3784,5,12,178.4,103.5,1.3,73.6,,,,,,,,,,
3785,5,12,165.9,99.6,1.1,65.2,,,,,,,,,,
3786,5,0,231.3,104.3,0.7,126.3,,,,,,,,,,
3787,5,0,233.7,104.1,0.7,128.9,,,,,,,,,,
3788,5,0,235.7,105.8,0.6,129.4,,,,,,,,,,
3789,5,8,192.1,102.9,1.4,87.8,,,,,,,,,,
3790,5,8,190.5,102.6,0.7,87.2,,,,,,,,,,
3791,5,8,200.6,106.2,0.8,93.5,,,,,,,,,,
3792,5,11,190.2,106,0.9,83.4,,,,,,,,,,
3793,5,11,191.9,107.7,0.9,83.3,,,,,,,,,,
3794,5,11,185.5,103.9,0.9,80.7,,,,,,,,,,
3795,5,12,179.5,104.1,1.1,74.4,,,,,,,,,,
3796,5,12,171.9,101.4,1,69.5,,,,,,,,,,
3797,5,12,181.4,102.6,0.9,77.9,,,,,,,,,,
3798,5,9,195.9,106.6,0.7,88.6,,,,,,,,,,
3799,5,9,191.6,104.5,0.7,86.4,,,,,,,,,,
3800,5,9,189.2,105.1,1.1,83,,,,,,,,,,
3801,5,19,157.8,95.7,2.2,59.9,,,,,,,,,,
3802,5,19,146.5,92.4,2.4,51.6,,,,,,,,,,
3803,5,19,163.6,101.8,2.3,59.6,,,,,,,,,,
3804,5,2,219.5,103.5,0.5,115.5,,,,,,,,,,
3805,5,2,214,100.6,0.7,112.6,,,,,,,,,,
3806,5,2,226.5,105.2,0.8,120.4,,,,,,,,,,
3807,5,1,231.4,104.6,0.7,126.1,,,,,,,,,,
3808,5,1,223.9,103.5,0.5,119.9,,,,,,,,,,
3809,5,1,215.6,100.2,0.5,115,,,,,,,,,,
3810,5,5,220.5,108.6,0.6,111.2,,,,,,,,,,
3811,5,5,218.6,107.6,0.6,110.3,,,,,,,,,,
3812,5,5,196.5,99.9,0.5,96.1,,,,,,,,,,
3813,5,13,174.5,102.8,1,70.7,,,,,,,,,,
3814,5,13,177.7,103.5,1,73.1,,,,,,,,,,
3815,5,13,171.3,102.5,1.3,67.5,,,,,,,,,,
3816,5,14,165.7,98.9,1.7,65.1,,,,,,,,,,
3817,5,14,172.3,101.9,1.4,69,,,,,,,,,,
3818,5,14,173.6,102.9,1,69.7,,,,,,,,,,
3819,5,0,234.3,104.4,0.9,129,,,,,,,,,,
3820,5,0,225.9,101.9,0.8,123.1,,,,,,,,,,
3821,5,0,239.3,106.3,0.6,132.4,,,,,,,,,,
3822,5,7,200.7,104.6,0.8,95.3,,,,,,,,,,
3823,5,7,201,104.8,0.5,95.7,,,,,,,,,,
3824,5,7,186.7,99.6,1,86.2,,,,,,,,,,
3825,5,11,205.2,111.2,0.9,93.1,,,,,,,,,,
3826,5,11,172.9,99.9,1,72,,,,,,,,,,
3827,5,11,189.7,104.8,1.1,83.8,,,,,,,,,,
3828,5,4,230.9,109,0.5,121.5,,,,,,,,,,
3829,5,4,224.3,107.6,0.5,116.2,,,,,,,,,,
3830,5,4,204.6,102.2,0.9,101.6,,,,,,,,,,
3831,5,13,173.6,103.5,1.1,69,,,,,,,,,,
3832,5,13,178.1,104.6,1.5,72.1,,,,,,,,,,
3833,5,13,180.9,104.9,1.3,74.8,,,,,,,,,,
3834,5,16,166.7,100.7,1.7,64.3,,,,,,,,,,
3835,5,16,168.7,100.7,1.6,66.4,,,,,,,,,,
3836,5,16,171.1,103.3,1.5,66.3,,,,,,,,,,
3837,5,19,162.3,100.8,2.3,59.2,,,,,,,,,,
3838,5,19,145.2,94,2.3,48.9,,,,,,,,,,
3839,5,19,164.6,102.7,2,60,,,,,,,,,,
3840,4,18,163.8,101.1,1.5,61.2,,,,,,,,,,
3841,4,18,168.4,101.8,1.6,64.9,,,,,,,,,,
3842,4,18,169.3,105.3,1.6,62.4,,,,,,,,,,
3843,4,14,179.4,104.2,1,74.1,,,,,,,,,,
3844,4,14,173.3,103.1,1.3,68.9,,,,,,,,,,
3845,4,14,183.3,106,1.2,76.1,,,,,,,,,,
3846,4,17,166.8,99.1,1.3,66.4,,,,,,,,,,
3847,4,17,157.8,98.5,1.7,57.6,,,,,,,,,,
3848,4,17,165.9,98.1,1.7,66.1,,,,,,,,,,
3849,4,11,187.6,103.9,1,82.7,,,,,,,,,,
3850,4,11,189,104.5,0.8,83.6,,,,,,,,,,
3851,4,11,185.9,103.6,0.9,81.4,,,,,,,,,,
3852,4,13,174.4,102.5,1.4,70.5,,,,,,,,,,
3853,4,13,170.6,100.4,1.5,68.8,,,,,,,,,,
3854,4,13,193.2,107.2,0.9,85.1,,,,,,,,,,
3855,4,2,224.7,103.9,0.8,120,,,,,,,,,,
3856,4,2,219,101.1,0.5,117.5,,,,,,,,,,
3857,4,2,226.1,104.3,0.5,121.3,,,,,,,,,,
3858,4,0,242.2,105.9,0.7,135.6,,,,,,,,,,
3859,4,0,229.1,101.4,0.6,127.2,,,,,,,,,,
3860,4,0,220,98.6,0.7,120.7,,,,,,,,,,
3861,4,7,208.3,104.4,1.1,102.8,,,,,,,,,,
3862,4,7,196.6,101.6,0.4,94.6,,,,,,,,,,
3863,4,7,205.9,105.1,0.7,100.1,,,,,,,,,,
3864,4,11,177.2,100.3,1.1,75.7,,,,,,,,,,
3865,4,11,191.5,105.7,0.9,84.9,,,,,,,,,,
3866,4,11,190.9,106.2,0.9,83.7,,,,,,,,,,
3867,4,8,188.2,100.2,0.9,87.1,,,,,,,,,,
3868,4,8,215.7,108.8,0.6,106.2,,,,,,,,,,
3869,4,8,216.7,110.2,0.7,105.7,,,,,,,,,,
3870,4,17,161,100,1.6,59.4,,,,,,,,,,
3871,4,17,170.9,105.4,1.3,64.2,,,,,,,,,,
3872,4,17,168.4,98.8,1.7,68,,,,,,,,,,
3873,4,4,222.4,105.5,0.7,116.2,,,,,,,,,,
3874,4,4,213.6,103.6,0.6,109.5,,,,,,,,,,
3875,4,4,224.9,106.3,0.5,118.2,,,,,,,,,,
3876,4,5,215.6,104.9,0.5,110.2,,,,,,,,,,
3877,4,5,217.6,104.4,0.8,112.4,,,,,,,,,,
3878,4,5,202.5,101.3,0.8,100.4,,,,,,,,,,
3879,4,16,171.2,102,1.6,67.6,,,,,,,,,,
3880,4,16,162.7,98,1.7,63,,,,,,,,,,
3881,4,16,165,100,1.7,63.3,,,,,,,,,,
3882,4,5,212.7,104.6,0.7,107.4,,,,,,,,,,
3883,4,5,218,106,0.6,111.4,,,,,,,,,,
3884,4,5,211.8,101.8,0.9,109.2,,,,,,,,,,
3885,4,17,165.2,101.9,1.7,61.6,,,,,,,,,,
3886,4,17,163.6,99.1,1.4,63.1,,,,,,,,,,
3887,4,17,170.3,101.9,1.7,66.7,,,,,,,,,,
3888,4,8,209.7,107,0.7,101.9,,,,,,,,,,
3889,4,8,197.3,103.1,0.7,93.4,,,,,,,,,,
3890,4,8,184.3,100.4,0.6,83.4,,,,,,,,,,
3891,4,18,152.7,94.1,2.2,56.4,,,,,,,,,,
3892,4,18,161.6,102.8,1.6,57.3,,,,,,,,,,
3893,4,18,168.5,99.1,1.7,67.7,,,,,,,,,,
3894,4,17,170.6,101.4,1.5,67.7,,,,,,,,,,
3895,4,17,158.3,99.1,1.4,57.8,,,,,,,,,,
3896,4,17,158.5,99.9,1.4,57.2,,,,,,,,,,
3897,4,19,160.5,98.6,1.8,60.1,,,,,,,,,,
3898,4,19,173.1,106.1,1.7,65.4,,,,,,,,,,
3899,4,19,159.4,98.6,2,58.7,,,,,,,,,,
3900,4,3,221.3,103.7,0.8,116.8,,,,,,,,,,
3901,4,3,229.5,107.2,0.8,121.5,,,,,,,,,,
3902,4,3,220.9,102.7,0.8,117.4,,,,,,,,,,
3903,4,12,171.2,100,1.2,70.1,,,,,,,,,,
3904,4,12,179.9,102.9,1.1,75.9,,,,,,,,,,
3905,4,12,168,98.6,1,68.4,,,,,,,,,,
3906,4,0,238.9,103.5,0.8,134.7,,,,,,,,,,
3907,4,0,223.8,101,0.7,122.2,,,,,,,,,,
3908,4,0,241.8,105.2,0.6,135.9,,,,,,,,,,
3909,4,8,209.4,107.6,0.8,101.1,,,,,,,,,,
3910,4,8,194.9,103.1,1,90.9,,,,,,,,,,
3911,4,8,199.2,103.1,0.8,95.3,,,,,,,,,,
3912,4,11,176.9,99.6,1.1,76.2,,,,,,,,,,
3913,4,11,184.9,102.9,0.7,81.2,,,,,,,,,,
3914,4,11,190.9,105.7,0.7,84.5,,,,,,,,,,
3915,4,12,177.5,102.6,1,73.9,,,,,,,,,,
3916,4,12,204.8,109.3,0.8,94.6,,,,,,,,,,
3917,4,12,193,107,1,85,,,,,,,,,,
3918,4,9,198.3,105.2,0.7,92.4,,,,,,,,,,
3919,4,9,197.8,105.2,0.8,91.8,,,,,,,,,,
3920,4,9,188.2,101.5,0.9,85.8,,,,,,,,,,
3921,4,19,161,98,2.2,60.8,,,,,,,,,,
3922,4,19,171.5,100.4,1.7,69.5,,,,,,,,,,
3923,4,19,161.6,99.4,1.8,60.3,,,,,,,,,,
3924,4,2,217.5,100.7,0.6,116.3,,,,,,,,,,
3925,4,2,231.1,105,0.7,125.4,,,,,,,,,,
3926,4,2,221.9,102.2,0.5,119.2,,,,,,,,,,
3927,4,1,224.5,101.7,0.5,122.3,,,,,,,,,,
3928,4,1,248,110.3,0.6,137.1,,,,,,,,,,
3929,4,1,236.6,105.4,1,130.2,,,,,,,,,,
3930,4,5,211.4,104.4,0.8,106.2,,,,,,,,,,
3931,4,5,215.6,104.1,0.7,110.9,,,,,,,,,,
3932,4,5,232.3,111,0.6,120.7,,,,,,,,,,
3933,4,13,179.2,104,1.2,74,,,,,,,,,,
3934,4,13,172,99.5,1.2,71.2,,,,,,,,,,
3935,4,13,190.1,107,1.1,82,,,,,,,,,,
3936,4,14,176.8,100.8,1.1,74.9,,,,,,,,,,
3937,4,14,177.3,105.3,1.2,70.9,,,,,,,,,,
3938,4,14,171.7,101.4,0.9,69.4,,,,,,,,,,
3939,4,0,237.6,104.8,0.6,132.2,,,,,,,,,,
3940,4,0,254.8,109.7,0.5,144.6,,,,,,,,,,
3941,4,0,241.4,105.6,0.4,135.4,,,,,,,,,,
3942,4,7,213.7,107.7,0.6,105.4,,,,,,,,,,
3943,4,7,191.8,100.1,0.5,91.2,,,,,,,,,,
3944,4,7,204.9,103.9,0.8,100.2,,,,,,,,,,
3945,4,11,196.9,107.5,0.9,88.5,,,,,,,,,,
3946,4,11,195.6,105.9,1.2,88.6,,,,,,,,,,
3947,4,11,185.2,100.7,1.2,83.3,,,,,,,,,,
3948,4,4,219.8,104.6,0.5,114.7,,,,,,,,,,
3949,4,4,215.4,104.4,0.5,110.5,,,,,,,,,,
3950,4,4,220.1,103.9,0.5,115.7,,,,,,,,,,
3951,4,13,174.2,98.5,1.4,74.3,,,,,,,,,,
3952,4,13,183.4,102.9,1,79.5,,,,,,,,,,
3953,4,13,178.9,103.5,0.9,74.6,,,,,,,,,,
3954,4,16,162.3,100.3,1.6,60.5,,,,,,,,,,
3955,4,16,174.2,101.9,1.5,70.7,,,,,,,,,,
3956,4,16,170.5,101.9,1.3,67.3,,,,,,,,,,
3957,4,19,155.9,95.3,2.1,58.4,,,,,,,,,,
3958,4,19,168.5,102.3,1.6,64.6,,,,,,,,,,
3959,4,19,157.8,98.2,1.8,57.8,,,,,,,,,,
3960,18,18,127,100.5,6.9,19.6,,,,,,,,,,
3961,18,18,126.4,97.5,7.2,21.6,,,,,,,,,,
3962,18,18,124.6,97.5,7.9,19.2,,,,,,,,,,
3963,18,14,124.5,99.6,6.5,18.4,,,,,,,,,,
3964,18,14,139.1,106.4,5.5,27.2,,,,,,,,,,
3965,18,14,143.5,108.6,5.1,29.8,,,,,,,,,,
3966,18,17,123.7,99.9,7.2,16.7,,,,,,,,,,
3967,18,17,136.5,105.2,6.3,25.1,,,,,,,,,,
3968,18,17,122.4,96.8,7.7,17.9,,,,,,,,,,
3969,18,11,142.5,105.9,3.7,32.9,,,,,,,,,,
3970,18,11,136.7,101.8,4.1,30.7,,,,,,,,,,
3971,18,11,142.7,105.8,4,32.9,,,,,,,,,,
3972,18,13,129.1,100.7,5.6,22.9,,,,,,,,,,
3973,18,13,126.3,96.8,5.6,23.9,,,,,,,,,,
3974,18,13,137.5,103.2,5.3,28.9,,,,,,,,,,
3975,18,2,162.4,103.7,1.7,57.1,,,,,,,,,,
3976,18,2,168.1,106.7,1.3,60.2,,,,,,,,,,
3977,18,2,153.4,100.6,1.7,51.1,,,,,,,,,,
3978,18,0,169.5,102.9,1.5,65.1,,,,,,,,,,
3979,18,0,179.4,106.2,1.1,72,,,,,,,,,,
3980,18,0,178.9,106.3,1.3,71.2,,,,,,,,,,
3981,18,7,142.2,101.7,3.3,37.3,,,,,,,,,,
3982,18,7,149,104.5,3,41.5,,,,,,,,,,
3983,18,7,156,105.8,2.6,47.7,,,,,,,,,,
3984,18,11,150.3,109.1,3.4,37.8,,,,,,,,,,
3985,18,11,133.8,101.3,5,27.5,,,,,,,,,,
3986,18,11,138.3,104.7,3.8,29.8,,,,,,,,,,
3987,18,8,145.1,104,2.9,38.1,,,,,,,,,,
3988,18,8,142.4,103.8,3.2,35.3,,,,,,,,,,
3989,18,8,139.3,102.1,3.7,33.5,,,,,,,,,,
3990,18,17,130.1,101.7,6.4,22,,,,,,,,,,
3991,18,17,134.9,100,6.8,28.1,,,,,,,,,,
3992,18,17,127.2,100.2,7,20.1,,,,,,,,,,
3993,18,4,154.1,104.2,2.2,47.6,,,,,,,,,,
3994,18,4,155.6,105.2,1.9,48.5,,,,,,,,,,
3995,18,4,151.2,102.8,1.9,46.5,,,,,,,,,,
3996,18,5,165.6,109.2,1.9,54.5,,,,,,,,,,
3997,18,5,151,103.6,2,45.4,,,,,,,,,,
3998,18,5,158.9,105.2,2.2,51.4,,,,,,,,,,
3999,18,16,129.9,100.4,6.7,22.8,,,,,,,,,,
4000,18,16,132.8,104.7,5.9,22.2,,,,,,,,,,
4001,18,16,131.9,104.6,6,21.3,,,,,,,,,,
4002,18,5,157.5,104.8,2.5,50.2,,,,,,,,,,
4003,18,5,159.3,107.4,1.8,50,,,,,,,,,,
4004,18,5,155.1,102.8,2.4,49.9,,,,,,,,,,
4005,18,17,129.9,101.6,7,21.3,,,,,,,,,,
4006,18,17,136.1,107.2,6,22.9,,,,,,,,,,
4007,18,17,125.3,99.3,7.4,18.6,,,,,,,,,,
4008,18,8,141.3,101.1,3.5,36.7,,,,,,,,,,
4009,18,8,142.6,103.6,3.3,35.7,,,,,,,,,,
4010,18,8,140,102.7,3.4,33.8,,,,,,,,,,
4011,18,18,131,101.6,7.8,21.6,,,,,,,,,,
4012,18,18,132,100.9,7.3,23.9,,,,,,,,,,
4013,18,18,125.2,98.7,7.1,19.4,,,,,,,,,,
4014,18,17,126.6,99.6,7.1,19.9,,,,,,,,,,
4015,18,17,130.4,101.5,7.6,21.3,,,,,,,,,,
4016,18,17,130.6,102.1,6.9,21.5,,,,,,,,,,
4017,18,19,119.9,95.5,8.4,16,,,,,,,,,,
4018,18,19,129.1,101.2,7.2,20.7,,,,,,,,,,
4019,18,19,128.2,98.4,7.3,22.4,,,,,,,,,,
4020,18,3,159.8,104.5,1.9,53.5,,,,,,,,,,
4021,18,3,166.8,106.5,1.6,58.7,,,,,,,,,,
4022,18,3,162.9,105,1.8,56.1,,,,,,,,,,
4023,18,12,141.5,104.4,4.6,32.5,,,,,,,,,,
4024,18,12,132.6,102.7,5.3,24.6,,,,,,,,,,
4025,18,12,139.4,104.9,4,30.6,,,,,,,,,,
4026,18,0,171.7,104.2,1.1,66.4,,,,,,,,,,
4027,18,0,171.1,103.8,1.1,66.2,,,,,,,,,,
4028,18,0,167.1,103.4,1,62.7,,,,,,,,,,
4029,18,8,149.2,106,2.8,40.3,,,,,,,,,,
4030,18,8,148.1,105.4,2.6,40.1,,,,,,,,,,
4031,18,8,149.9,105.4,3.1,41.4,,,,,,,,,,
4032,18,11,141.5,104.1,5.2,32.2,,,,,,,,,,
4033,18,11,144.3,107.1,4,33.2,,,,,,,,,,
4034,18,11,140.8,106.2,4.1,30.4,,,,,,,,,,
4035,18,12,139.4,105.7,4.3,29.4,,,,,,,,,,
4036,18,12,127.7,100.1,5.3,22.3,,,,,,,,,,
4037,18,12,140,103.8,4.6,31.7,,,,,,,,,,
4038,18,9,147.7,105.8,3.1,38.8,,,,,,,,,,
4039,18,9,147,104.6,3.5,38.8,,,,,,,,,,
4040,18,9,144.2,104.7,3.8,35.8,,,,,,,,,,
4041,18,19,127.2,97.1,7.9,22.2,,,,,,,,,,
4042,18,19,124.3,98.5,7.6,18.2,,,,,,,,,,
4043,18,19,129.1,100.8,7.5,20.8,,,,,,,,,,
4044,18,2,178.4,109.5,1.2,67.7,,,,,,,,,,
4045,18,2,175.9,108.4,1.3,66.2,,,,,,,,,,
4046,18,2,182.7,110.4,1.2,71.1,,,,,,,,,,
4047,18,1,175.1,106.2,1.2,67.7,,,,,,,,,,
4048,18,1,170.8,104.2,1.7,64.9,,,,,,,,,,
4049,18,1,177.5,108.8,1.6,67.1,,,,,,,,,,
4050,18,5,160.8,105.4,2.9,52.5,,,,,,,,,,
4051,18,5,161.3,107.5,2.1,51.7,,,,,,,,,,
4052,18,5,150.5,104.1,2.1,44.3,,,,,,,,,,
4053,18,13,133.8,101.8,5.4,26.6,,,,,,,,,,
4054,18,13,136.9,105.4,4.6,26.9,,,,,,,,,,
4055,18,13,129,100.5,5.3,23.1,,,,,,,,,,
4056,18,14,128.7,101.8,6.2,20.7,,,,,,,,,,
4057,18,14,134.4,102.2,6,26.1,,,,,,,,,,
4058,18,14,136.3,104.5,5.1,26.6,,,,,,,,,,
4059,18,0,168.3,102.9,1.3,64.1,,,,,,,,,,
4060,18,0,179.6,107.2,1.1,71.3,,,,,,,,,,
4061,18,0,169.8,101.9,1.2,66.6,,,,,,,,,,
4062,18,7,144.7,102.1,3.3,39.3,,,,,,,,,,
4063,18,7,151.7,105.8,2.8,43.1,,,,,,,,,,
4064,18,7,143.1,102.6,3.1,37.3,,,,,,,,,,
4065,18,11,139.2,104.4,4.5,30.2,,,,,,,,,,
4066,18,11,135.1,100.7,5.1,29.3,,,,,,,,,,
4067,18,11,134.7,102.4,4.6,27.6,,,,,,,,,,
4068,18,4,154.3,103.9,2,48.5,,,,,,,,,,
4069,18,4,162.7,107.6,1.7,53.4,,,,,,,,,,
4070,18,4,144,100.5,2.4,41.1,,,,,,,,,,
4071,18,13,135.7,105,5.3,25.4,,,,,,,,,,
4072,18,13,138.1,104,5,29.1,,,,,,,,,,
4073,18,13,126.8,98.4,5.5,22.9,,,,,,,,,,
4074,18,16,132.6,101.5,6.6,24.5,,,,,,,,,,
4075,18,16,133.2,105.7,6,21.5,,,,,,,,,,
4076,18,16,124.6,96.2,7.3,21.1,,,,,,,,,,
4077,18,19,129.9,100.8,8,21.1,,,,,,,,,,
4078,18,19,121.3,96.5,8.1,16.7,,,,,,,,,,
4079,18,19,131.8,101.2,7.3,23.3,,,,,,,,,,
4080,1,18,166.1,97.5,1.3,67.3,,,,,,,,,,
4081,1,18,177,101.4,1.6,74,,,,,,,,,,
4082,1,18,172.6,99,1.2,72.4,,,,,,,,,,
4083,1,14,186.5,100.1,0.8,85.6,,,,,,,,,,
4084,1,14,182.5,100.1,1.1,81.4,,,,,,,,,,
4085,1,14,185.9,101.9,0.7,83.2,,,,,,,,,,
4086,1,17,183.4,102.1,1,80.2,,,,,,,,,,
4087,1,17,178.6,100.5,1.2,76.9,,,,,,,,,,
4088,1,17,172.5,98,1.2,73.3,,,,,,,,,,
4089,1,11,206.2,106.1,0.6,99.4,,,,,,,,,,
